,Brand,Model,Variant,Year,Selling_Price,KM_Driven,Fuel,Transmission,Location
3755,Honda,City,i-VTEC VX,2016," 6,55,999","58,058 km",Petrol,Manual,"Kankurgachhi, Kolkata, West Bengal"
3756,Maruti Suzuki,Ciaz,Smart Hybrid Alpha,2018," 7,85,000","48,000 km",Diesel,Manual,"Netaji Subhash Place, Delhi, Delhi"
3757,Hyundai,Getz Prime,1.1 GVS Option,2009," 1,25,000","38,000 km",Petrol,Manual,"Pimpri Chinchwad, Pune, Maharashtra"
3758,Maruti Suzuki,Zen Estilo,LXI BS IV,2010," 1,60,000","64,000 km",Petrol,Manual,"Sector 37, Gurgaon, Haryana"
3759,Toyota,Innova,2004-2011 2.5 G4 Diesel 7-seater,2006," 2,60,000","124,000 km",Diesel,Manual,"Thane West, Thane, Maharashtra"
3760,Hyundai,i20,2012-2014 Magna Optional 1.2,2013," 3,40,000","63,000 km",Petrol,Manual,"Geeta Colony, Delhi, Delhi"
3761,Audi,A6,-,2016," 19,90,000","72,000 km",Petrol,Automatic,"Nandanam Nandanam, Chennai, Tamil Nadu"
3762,Maruti Suzuki,Alto 800,2012-2016 VXI,2016," 3,45,000","37,739 km",Petrol,Manual,"Andheri East, Mumbai, Maharashtra"
3763,Maruti Suzuki,Swift,-,2007," 2,85,000","38,000 km",Petrol,Manual,"Banaswadi Kasturi Nagar, Bengaluru, Karnataka"
3764,Maruti Suzuki,Swift Dzire,1.2 Vxi BSIV,2015," 4,50,000","51,000 km",Petrol,Manual,"Preet Vihar, Delhi, Delhi"
3765,Chevrolet,Beat,Diesel LS,2013," 2,90,000","43,000 km",Diesel,Manual,"Banaswadi Kasturi Nagar, Bengaluru, Karnataka"
3766,Maruti Suzuki,Wagon R,2006-2010 LXI Minor,2008," 1,75,000","47,000 km",Petrol,Manual,"Moonnamkutty, Kollam, Kerala"
3767,Chevrolet,Cruze,LTZ,2013," 3,25,000","73,000 km",Diesel,Manual,"Tilak Nagar, Delhi, Delhi"
3768,Tata,Nano,2009-2011 Lx BSIV,2010," 55,000","75,000 km",Petrol,Manual,"Chelamattom, Perumbavoor, Kerala"
3769,Hyundai,Elite i20,Asta 1.2 (O),2019," 8,45,000","26,000 km",Petrol,Manual,"Indira Nagar, Bengaluru, Karnataka"
3770,Maruti Suzuki,Swift,2011-2014 VDI,2014," 4,45,000","32,500 km",Diesel,Manual,"Sector 37, Gurgaon, Haryana"
3771,Mahindra,Bolero,SLX,2009," 3,20,000","80,000 km",Diesel,Manual,"Moonnamkutty, Kollam, Kerala"
3772,Hyundai,Santro Xing,GLS,2010," 1,65,000","134,000 km",CNG & Hybrids,Manual,"Godhra GIDC, Godhra, Gujarat"
3773,Maruti Suzuki,Swift Dzire,LXI Option,2015," 4,35,000","48,000 km",Petrol,Manual,"Dwarka, Delhi, Delhi"
3774,Chevrolet,Cruze,2012 LTZ AT,2012," 2,95,000","78,000 km",Diesel,Automatic,"Dwarka, Delhi, Delhi"
3775,Toyota,Innova Crysta,2.8Z Automatic,2016," 15,99,000","112,000 km",Diesel,Automatic,"Kalkaji, Delhi, Delhi"
3776,Toyota,Fortuner,2011-2016 4x2 Manual,2014," 14,50,000","124,000 km",Diesel,Manual,"Kalkaji, Delhi, Delhi"
3777,BMW,3 Series,320d Sport,2011," 9,40,000","78,001 km",Diesel,Automatic,"Sector 19D, Chandigarh, Chandigarh"
3778,Ford,Ecosport,1.5 TDCi Titanium Plus,2013," 4,35,000","62,000 km",Diesel,Manual,"Ashok Vihar, Delhi, Delhi"
3779,Tata,Nano,2009-2011 Cx BSIV,2010," 78,000","57,000 km",Petrol,Manual,"BTM Layout, Bengaluru, Karnataka"
3780,Toyota,Etios Liva,1.2 VX,2012," 3,85,000","46,700 km",Petrol,Manual,"Umiya Chowk, Rajkot, Gujarat"
3781,Hyundai,EON,Era +,2017," 3,25,000","35,000 km",Petrol,Manual,"Kalase Nagar, Mohol, Maharashtra"
3782,Honda,Civic,V,2008," 2,10,000","62,000 km",Petrol,Manual,"Rajendra Place, Delhi, Delhi"
3783,Toyota,Innova Crysta,2.8Z Automatic,2016," 15,99,999","55,000 km",Diesel,Automatic,"Greater Noida West, Noida, Uttar Pradesh"
3784,Mahindra,Xylo,2009-2011 E4 BS IV,2010," 3,05,000","127,000 km",Diesel,Manual,"Pimpri Chinchwad, Pune, Maharashtra"
3785,Maruti Suzuki,Ertiga,VXI CNG,2017," 6,92,000","62,000 km",CNG & Hybrids,Manual,"Patel Nagar 3, Ghaziabad, Uttar Pradesh"
3786,Land Rover,Range Rover Evoque,Petrol HSE Dynamic,2019," 37,50,000","17,000 km",Petrol,Automatic,"Greater Kailash 1, Delhi, Delhi"
3787,Maruti Suzuki,Eeco,5 STR With AC Plus HTR CNG,2013," 3,10,000","88,000 km",CNG & Hybrids,Manual,"Pimpri Chinchwad, Pune, Maharashtra"
3788,Hyundai,Elite i20,Sportz (O) 1.4,2020," 6,66,000","14,000 km",Petrol,Manual,"Sector 37, Gurgaon, Haryana"
3789,Toyota,Innova,2.5 G (Diesel) 8 Seater,2014," 8,00,000","123,000 km",Diesel,Manual,"Udhana Gam, Surat, Gujarat"
3790,Renault,Duster,2012-2015 85PS Diesel RxL,2012," 3,25,000","140,000 km",Diesel,Manual,"Varun Niketan, Delhi, Delhi"
3791,Mahindra,XUV300,-,2019," 10,50,000","19,000 km",Diesel,Manual,"Sector 8B, Chandigarh, Chandigarh"
3792,Honda,City,i-VTEC S,2010," 3,35,000","72,000 km",Petrol,Manual,"BTM Layout, Bengaluru, Karnataka"
3793,Hyundai,Creta,1.6 SX Plus Auto,2017," 9,95,000","70,000 km",Petrol,Automatic,"Airoli, Navi Mumbai, Maharashtra"
3794,Hyundai,i20,1.2 Magna Executive,2017," 6,25,000","24,500 km",Petrol,Manual,"MG Road, Indore, Madhya Pradesh"
3795,Honda,City,i-VTEC VX,2016," 6,75,000","58,058 km",Petrol,Manual,"Kankurgachhi, Kolkata, West Bengal"
3796,Maruti Suzuki,Ciaz,Smart Hybrid Alpha,2018," 7,85,000","48,000 km",Diesel,Manual,"Netaji Subhash Place, Delhi, Delhi"
3797,Hyundai,Getz Prime,1.1 GVS Option,2009," 1,25,000","38,000 km",Petrol,Manual,"Pimpri Chinchwad, Pune, Maharashtra"
3798,Maruti Suzuki,Zen Estilo,LXI BS IV,2010," 1,65,000","64,000 km",Petrol,Manual,"Sector 37, Gurgaon, Haryana"
3799,Toyota,Innova,2004-2011 2.5 G4 Diesel 7-seater,2006," 2,60,000","124,000 km",Diesel,Manual,"Thane West, Thane, Maharashtra"
3800,Hyundai,i20,2012-2014 Magna Optional 1.2,2013," 3,40,000","63,000 km",Petrol,Manual,"Geeta Colony, Delhi, Delhi"
3801,Audi,A6,-,2016," 26,50,000","72,000 km",Petrol,Automatic,"Nandanam Nandanam, Chennai, Tamil Nadu"
3802,Maruti Suzuki,Alto 800,2012-2016 VXI,2016," 3,45,000","37,739 km",Petrol,Manual,"Andheri East, Mumbai, Maharashtra"
3803,Maruti Suzuki,Swift,-,2007," 2,85,000","38,000 km",Petrol,Manual,"Banaswadi Kasturi Nagar, Bengaluru, Karnataka"
3804,Maruti Suzuki,Swift Dzire,1.2 Vxi BSIV,2015," 4,50,000","51,000 km",Petrol,Manual,"Preet Vihar, Delhi, Delhi"
3805,Chevrolet,Beat,Diesel LS,2013," 2,90,000","43,000 km",Diesel,Manual,"Banaswadi Kasturi Nagar, Bengaluru, Karnataka"
3806,Maruti Suzuki,Wagon R,2006-2010 LXI Minor,2008," 1,75,000","47,000 km",Petrol,Manual,"Moonnamkutty, Kollam, Kerala"
3807,Chevrolet,Cruze,LTZ,2013," 3,25,000","73,000 km",Diesel,Manual,"Tilak Nagar, Delhi, Delhi"
3808,Tata,Nano,2009-2011 Lx BSIV,2010," 55,000","75,000 km",Petrol,Manual,"Chelamattom, Perumbavoor, Kerala"
3809,Hyundai,Elite i20,Asta 1.2 (O),2019," 8,45,000","26,000 km",Petrol,Manual,"Indira Nagar, Bengaluru, Karnataka"
3810,Maruti Suzuki,Swift,2011-2014 VDI,2014," 4,25,000","32,500 km",Diesel,Manual,"Sector 37, Gurgaon, Haryana"
3811,Mahindra,Bolero,SLX,2009," 3,20,000","80,000 km",Diesel,Manual,"Moonnamkutty, Kollam, Kerala"
3812,Hyundai,Santro Xing,GLS,2010," 1,65,000","134,000 km",CNG & Hybrids,Manual,"Godhra GIDC, Godhra, Gujarat"
3813,Maruti Suzuki,Swift Dzire,LXI Option,2015," 3,95,000","48,000 km",Petrol,Manual,"Dwarka, Delhi, Delhi"
3814,Chevrolet,Cruze,2012 LTZ AT,2012," 2,95,000","78,000 km",Diesel,Automatic,"Dwarka, Delhi, Delhi"
3815,Toyota,Innova Crysta,2.8Z Automatic,2016," 15,99,000","112,000 km",Diesel,Automatic,"Kalkaji, Delhi, Delhi"
3816,Toyota,Fortuner,2011-2016 4x2 Manual,2014," 13,90,000","124,000 km",Diesel,Manual,"Kalkaji, Delhi, Delhi"
3817,BMW,3 Series,320d Sport,2011," 9,40,000","78,001 km",Diesel,Automatic,"Sector 19D, Chandigarh, Chandigarh"
3818,Ford,Ecosport,1.5 TDCi Titanium Plus,2013," 4,35,000","62,000 km",Diesel,Manual,"Ashok Vihar, Delhi, Delhi"
3819,Tata,Nano,2009-2011 Cx BSIV,2010," 78,000","57,000 km",Petrol,Manual,"BTM Layout, Bengaluru, Karnataka"
3820,Toyota,Etios Liva,1.2 VX,2012," 3,85,000","46,700 km",Petrol,Manual,"Umiya Chowk, Rajkot, Gujarat"
3821,Hyundai,EON,Era +,2017," 3,20,000","35,000 km",Petrol,Manual,"Kalase Nagar, Mohol, Maharashtra"
3822,Honda,Civic,V,2008," 2,10,000","62,000 km",Petrol,Manual,"Rajendra Place, Delhi, Delhi"
3823,Toyota,Innova Crysta,2.8Z Automatic,2016," 15,99,999","55,000 km",Diesel,Automatic,"Greater Noida West, Noida, Uttar Pradesh"
3824,Mahindra,Xylo,2009-2011 E4 BS IV,2010," 3,05,000","127,000 km",Diesel,Manual,"Pimpri Chinchwad, Pune, Maharashtra"
3825,Maruti Suzuki,Ertiga,VXI CNG,2017," 6,92,000","62,000 km",CNG & Hybrids,Manual,"Patel Nagar 3, Ghaziabad, Uttar Pradesh"
3826,Land Rover,Range Rover Evoque,Petrol HSE Dynamic,2019," 37,50,000","17,000 km",Petrol,Automatic,"Greater Kailash 1, Delhi, Delhi"
3827,Maruti Suzuki,Eeco,5 STR With AC Plus HTR CNG,2013," 3,10,000","88,000 km",CNG & Hybrids,Manual,"Pimpri Chinchwad, Pune, Maharashtra"
3828,Hyundai,Elite i20,Sportz (O) 1.4,2020," 6,66,000","14,000 km",Petrol,Manual,"Sector 37, Gurgaon, Haryana"
3829,Toyota,Innova,2.5 G (Diesel) 8 Seater,2014," 8,00,000","123,000 km",Diesel,Manual,"Udhana Gam, Surat, Gujarat"
3830,Renault,Duster,2012-2015 85PS Diesel RxL,2012," 3,25,000","140,000 km",Diesel,Manual,"Varun Niketan, Delhi, Delhi"
3831,Mahindra,XUV300,-,2019," 10,50,000","19,000 km",Diesel,Manual,"Sector 8B, Chandigarh, Chandigarh"
3832,Honda,City,i-VTEC S,2010," 3,35,000","72,000 km",Petrol,Manual,"BTM Layout, Bengaluru, Karnataka"
3833,Hyundai,Creta,1.6 SX Plus Auto,2017," 9,95,000","70,000 km",Petrol,Automatic,"Airoli, Navi Mumbai, Maharashtra"
3834,Hyundai,i20,1.2 Magna Executive,2017," 4,65,000","24,500 km",Petrol,Manual,"MG Road, Indore, Madhya Pradesh"
3835,Honda,City,i-VTEC VX,2016," 6,75,000","58,058 km",Petrol,Manual,"Kankurgachhi, Kolkata, West Bengal"
3836,Maruti Suzuki,Ciaz,Smart Hybrid Alpha,2018," 7,85,000","48,000 km",Diesel,Manual,"Netaji Subhash Place, Delhi, Delhi"
3837,Hyundai,Getz Prime,1.1 GVS Option,2009," 1,25,000","38,000 km",Petrol,Manual,"Pimpri Chinchwad, Pune, Maharashtra"
3838,Maruti Suzuki,Zen Estilo,LXI BS IV,2010," 1,65,000","64,000 km",Petrol,Manual,"Sector 37, Gurgaon, Haryana"
3839,Toyota,Innova,2004-2011 2.5 G4 Diesel 7-seater,2006," 2,60,000","124,000 km",Diesel,Manual,"Thane West, Thane, Maharashtra"
3840,Hyundai,i20,2012-2014 Magna Optional 1.2,2013," 3,40,000","63,000 km",Petrol,Manual,"Geeta Colony, Delhi, Delhi"
3841,Audi,A6,-,2016," 19,90,000","72,000 km",Petrol,Automatic,"Nandanam Nandanam, Chennai, Tamil Nadu"
3842,Maruti Suzuki,Alto 800,2012-2016 VXI,2016," 2,95,000","37,739 km",Petrol,Manual,"Andheri East, Mumbai, Maharashtra"
3843,Maruti Suzuki,Swift,-,2007," 2,85,000","38,000 km",Petrol,Manual,"Banaswadi Kasturi Nagar, Bengaluru, Karnataka"
3844,Maruti Suzuki,Swift Dzire,1.2 Vxi BSIV,2015," 4,50,000","51,000 km",Petrol,Manual,"Preet Vihar, Delhi, Delhi"
3845,Chevrolet,Beat,Diesel LS,2013," 2,90,000","43,000 km",Diesel,Manual,"Banaswadi Kasturi Nagar, Bengaluru, Karnataka"
3846,Maruti Suzuki,Wagon R,2006-2010 LXI Minor,2008," 1,75,000","47,000 km",Petrol,Manual,"Moonnamkutty, Kollam, Kerala"
3847,Chevrolet,Cruze,LTZ,2013," 3,25,000","73,000 km",Diesel,Manual,"Tilak Nagar, Delhi, Delhi"
3848,Tata,Nano,2009-2011 Lx BSIV,2010," 55,000","75,000 km",Petrol,Manual,"Chelamattom, Perumbavoor, Kerala"
3849,Hyundai,Elite i20,Asta 1.2 (O),2019," 8,45,000","26,000 km",Petrol,Manual,"Indira Nagar, Bengaluru, Karnataka"
3850,Maruti Suzuki,Swift,2011-2014 VDI,2014," 4,25,000","32,500 km",Diesel,Manual,"Sector 37, Gurgaon, Haryana"
3851,Mahindra,Bolero,SLX,2009," 3,20,000","80,000 km",Diesel,Manual,"Moonnamkutty, Kollam, Kerala"
3852,Hyundai,Santro Xing,GLS,2010," 1,65,000","134,000 km",CNG & Hybrids,Manual,"Godhra GIDC, Godhra, Gujarat"
3853,Maruti Suzuki,Swift Dzire,LXI Option,2015," 3,95,000","48,000 km",Petrol,Manual,"Dwarka, Delhi, Delhi"
3854,Chevrolet,Cruze,2012 LTZ AT,2012," 3,25,000","78,000 km",Diesel,Automatic,"Dwarka, Delhi, Delhi"
3855,Toyota,Innova Crysta,2.8Z Automatic,2016," 15,99,000","112,000 km",Diesel,Automatic,"Kalkaji, Delhi, Delhi"
3856,Toyota,Fortuner,2011-2016 4x2 Manual,2014," 13,90,000","124,000 km",Diesel,Manual,"Kalkaji, Delhi, Delhi"
3857,BMW,3 Series,320d Sport,2011," 8,75,000","78,001 km",Diesel,Automatic,"Sector 19D, Chandigarh, Chandigarh"
3858,Ford,Ecosport,1.5 TDCi Titanium Plus,2013," 4,35,000","62,000 km",Diesel,Manual,"Ashok Vihar, Delhi, Delhi"
3859,Tata,Nano,2009-2011 Cx BSIV,2010," 78,000","57,000 km",Petrol,Manual,"BTM Layout, Bengaluru, Karnataka"
3860,Toyota,Etios Liva,1.2 VX,2012," 3,85,000","46,700 km",Petrol,Manual,"Umiya Chowk, Rajkot, Gujarat"
3861,Hyundai,EON,Era +,2017," 3,20,000","35,000 km",Petrol,Manual,"Kalase Nagar, Mohol, Maharashtra"
3862,Honda,Civic,V,2008," 2,10,000","62,000 km",Petrol,Manual,"Rajendra Place, Delhi, Delhi"
3863,Toyota,Innova Crysta,2.8Z Automatic,2016," 15,99,999","55,000 km",Diesel,Automatic,"Greater Noida West, Noida, Uttar Pradesh"
3864,Mahindra,Xylo,2009-2011 E4 BS IV,2010," 3,05,000","127,000 km",Diesel,Manual,"Pimpri Chinchwad, Pune, Maharashtra"
3865,Maruti Suzuki,Ertiga,VXI CNG,2017," 6,92,000","62,000 km",CNG & Hybrids,Manual,"Patel Nagar 3, Ghaziabad, Uttar Pradesh"
3866,Land Rover,Range Rover Evoque,Petrol HSE Dynamic,2019," 37,50,000","17,000 km",Petrol,Automatic,"Greater Kailash 1, Delhi, Delhi"
3867,Maruti Suzuki,Eeco,5 STR With AC Plus HTR CNG,2013," 3,10,000","88,000 km",CNG & Hybrids,Manual,"Pimpri Chinchwad, Pune, Maharashtra"
3868,Hyundai,Elite i20,Sportz (O) 1.4,2020," 6,66,000","14,000 km",Petrol,Manual,"Sector 37, Gurgaon, Haryana"
3869,Toyota,Innova,2.5 G (Diesel) 8 Seater,2014," 8,00,000","123,000 km",Diesel,Manual,"Udhana Gam, Surat, Gujarat"
3870,Renault,Duster,2012-2015 85PS Diesel RxL,2012," 3,25,000","140,000 km",Diesel,Manual,"Varun Niketan, Delhi, Delhi"
3871,Mahindra,XUV300,-,2019," 10,50,000","19,000 km",Diesel,Manual,"Sector 8B, Chandigarh, Chandigarh"
3872,Honda,City,i-VTEC S,2010," 3,35,000","72,000 km",Petrol,Manual,"BTM Layout, Bengaluru, Karnataka"
3873,Hyundai,Creta,1.6 SX Plus Auto,2017," 9,95,000","70,000 km",Petrol,Automatic,"Airoli, Navi Mumbai, Maharashtra"
3874,Hyundai,i20,1.2 Magna Executive,2017," 6,25,000","24,500 km",Petrol,Manual,"MG Road, Indore, Madhya Pradesh"
3875,Honda,City,i-VTEC VX,2016," 6,55,999","58,058 km",Petrol,Manual,"Kankurgachhi, Kolkata, West Bengal"
3876,Maruti Suzuki,Ciaz,Smart Hybrid Alpha,2018," 7,85,000","48,000 km",Diesel,Manual,"Netaji Subhash Place, Delhi, Delhi"
3877,Hyundai,Getz Prime,1.1 GVS Option,2009," 1,25,000","38,000 km",Petrol,Manual,"Pimpri Chinchwad, Pune, Maharashtra"
3878,Maruti Suzuki,Zen Estilo,LXI BS IV,2010," 1,60,000","64,000 km",Petrol,Manual,"Sector 37, Gurgaon, Haryana"
3879,Toyota,Innova,2004-2011 2.5 G4 Diesel 7-seater,2006," 2,95,000","124,000 km",Diesel,Manual,"Thane West, Thane, Maharashtra"
3880,Hyundai,i20,2012-2014 Magna Optional 1.2,2013," 3,25,000","63,000 km",Petrol,Manual,"Geeta Colony, Delhi, Delhi"
3881,Audi,A6,-,2016," 19,90,000","72,000 km",Petrol,Automatic,"Nandanam Nandanam, Chennai, Tamil Nadu"
3882,Maruti Suzuki,Alto 800,2012-2016 VXI,2016," 3,45,000","37,739 km",Petrol,Manual,"Andheri East, Mumbai, Maharashtra"
3883,Maruti Suzuki,Swift,-,2007," 2,85,000","38,000 km",Petrol,Manual,"Banaswadi Kasturi Nagar, Bengaluru, Karnataka"
3884,Maruti Suzuki,Swift Dzire,1.2 Vxi BSIV,2015," 4,50,000","51,000 km",Petrol,Manual,"Preet Vihar, Delhi, Delhi"
3885,Chevrolet,Beat,Diesel LS,2013," 2,90,000","43,000 km",Diesel,Manual,"Banaswadi Kasturi Nagar, Bengaluru, Karnataka"
3886,Maruti Suzuki,Wagon R,2006-2010 LXI Minor,2008," 1,75,000","47,000 km",Petrol,Manual,"Moonnamkutty, Kollam, Kerala"
3887,Chevrolet,Cruze,LTZ,2013," 3,25,000","73,000 km",Diesel,Manual,"Tilak Nagar, Delhi, Delhi"
3888,Tata,Nano,2009-2011 Lx BSIV,2010," 55,000","75,000 km",Petrol,Manual,"Chelamattom, Perumbavoor, Kerala"
3889,Hyundai,Elite i20,Asta 1.2 (O),2019," 8,45,000","26,000 km",Petrol,Manual,"Indira Nagar, Bengaluru, Karnataka"
3890,Maruti Suzuki,Swift,2011-2014 VDI,2014," 4,25,000","32,500 km",Diesel,Manual,"Sector 37, Gurgaon, Haryana"
3891,Mahindra,Bolero,SLX,2009," 3,25,000","80,000 km",Diesel,Manual,"Moonnamkutty, Kollam, Kerala"
3892,Hyundai,Santro Xing,GLS,2010," 1,75,000","134,000 km",CNG & Hybrids,Manual,"Godhra GIDC, Godhra, Gujarat"
3893,Maruti Suzuki,Swift Dzire,LXI Option,2015," 4,35,000","48,000 km",Petrol,Manual,"Dwarka, Delhi, Delhi"
3894,Chevrolet,Cruze,2012 LTZ AT,2012," 2,95,000","78,000 km",Diesel,Automatic,"Dwarka, Delhi, Delhi"
3895,Toyota,Innova Crysta,2.8Z Automatic,2016," 15,99,000","112,000 km",Diesel,Automatic,"Kalkaji, Delhi, Delhi"
3896,Toyota,Fortuner,2011-2016 4x2 Manual,2014," 13,90,000","124,000 km",Diesel,Manual,"Kalkaji, Delhi, Delhi"
3897,BMW,3 Series,320d Sport,2011," 8,75,000","78,001 km",Diesel,Automatic,"Sector 19D, Chandigarh, Chandigarh"
3898,Ford,Ecosport,1.5 TDCi Titanium Plus,2013," 4,25,000","62,000 km",Diesel,Manual,"Ashok Vihar, Delhi, Delhi"
3899,Tata,Nano,2009-2011 Cx BSIV,2010," 75,000","57,000 km",Petrol,Manual,"BTM Layout, Bengaluru, Karnataka"
3900,Toyota,Etios Liva,1.2 VX,2012," 3,85,000","46,700 km",Petrol,Manual,"Umiya Chowk, Rajkot, Gujarat"
3901,Hyundai,EON,Era +,2017," 3,20,000","35,000 km",Petrol,Manual,"Kalase Nagar, Mohol, Maharashtra"
3902,Honda,Civic,V,2008," 2,10,000","62,000 km",Petrol,Manual,"Rajendra Place, Delhi, Delhi"
3903,Toyota,Innova Crysta,2.8Z Automatic,2016," 16,95,000","55,000 km",Diesel,Automatic,"Greater Noida West, Noida, Uttar Pradesh"
3904,Mahindra,Xylo,2009-2011 E4 BS IV,2010," 3,05,000","127,000 km",Diesel,Manual,"Pimpri Chinchwad, Pune, Maharashtra"
3905,Maruti Suzuki,Ertiga,VXI CNG,2017," 6,92,000","62,000 km",CNG & Hybrids,Manual,"Patel Nagar 3, Ghaziabad, Uttar Pradesh"
3906,Land Rover,Range Rover Evoque,Petrol HSE Dynamic,2019," 37,50,000","17,000 km",Petrol,Automatic,"Greater Kailash 1, Delhi, Delhi"
3907,Maruti Suzuki,Eeco,5 STR With AC Plus HTR CNG,2013," 3,10,000","88,000 km",CNG & Hybrids,Manual,"Pimpri Chinchwad, Pune, Maharashtra"
3908,Hyundai,Elite i20,Sportz (O) 1.4,2020," 6,66,000","14,000 km",Petrol,Manual,"Sector 37, Gurgaon, Haryana"
3909,Toyota,Innova,2.5 G (Diesel) 8 Seater,2014," 8,00,000","123,000 km",Diesel,Manual,"Udhana Gam, Surat, Gujarat"
3910,Renault,Duster,2012-2015 85PS Diesel RxL,2012," 3,00,000","140,000 km",Diesel,Manual,"Varun Niketan, Delhi, Delhi"
3911,Mahindra,XUV300,-,2019," 10,50,000","19,000 km",Diesel,Manual,"Sector 8B, Chandigarh, Chandigarh"
3912,Honda,City,i-VTEC S,2010," 3,35,000","72,000 km",Petrol,Manual,"BTM Layout, Bengaluru, Karnataka"
3913,Hyundai,Creta,1.6 SX Plus Auto,2017," 9,95,000","70,000 km",Petrol,Automatic,"Airoli, Navi Mumbai, Maharashtra"
3914,Hyundai,i20,1.2 Magna Executive,2017," 4,65,000","24,500 km",Petrol,Manual,"MG Road, Indore, Madhya Pradesh"
3915,Honda,City,i-VTEC VX,2016," 6,55,999","58,058 km",Petrol,Manual,"Kankurgachhi, Kolkata, West Bengal"
3916,Maruti Suzuki,Ciaz,Smart Hybrid Alpha,2018," 7,85,000","48,000 km",Diesel,Manual,"Netaji Subhash Place, Delhi, Delhi"
3917,Hyundai,Getz Prime,1.1 GVS Option,2009," 1,60,000","38,000 km",Petrol,Manual,"Pimpri Chinchwad, Pune, Maharashtra"
3918,Maruti Suzuki,Zen Estilo,LXI BS IV,2010," 1,60,000","64,000 km",Petrol,Manual,"Sector 37, Gurgaon, Haryana"
3919,Toyota,Innova,2004-2011 2.5 G4 Diesel 7-seater,2006," 2,60,000","124,000 km",Diesel,Manual,"Thane West, Thane, Maharashtra"
3920,Hyundai,i20,2012-2014 Magna Optional 1.2,2013," 3,40,000","63,000 km",Petrol,Manual,"Geeta Colony, Delhi, Delhi"
3921,Audi,A6,-,2016," 19,90,000","72,000 km",Petrol,Automatic,"Nandanam Nandanam, Chennai, Tamil Nadu"
3922,Maruti Suzuki,Alto 800,2012-2016 VXI,2016," 3,45,000","37,739 km",Petrol,Manual,"Andheri East, Mumbai, Maharashtra"
3923,Maruti Suzuki,Swift,-,2007," 2,85,000","38,000 km",Petrol,Manual,"Banaswadi Kasturi Nagar, Bengaluru, Karnataka"
3924,Maruti Suzuki,Swift Dzire,1.2 Vxi BSIV,2015," 4,70,000","51,000 km",Petrol,Manual,"Preet Vihar, Delhi, Delhi"
3925,Chevrolet,Beat,Diesel LS,2013," 2,90,000","43,000 km",Diesel,Manual,"Banaswadi Kasturi Nagar, Bengaluru, Karnataka"
3926,Maruti Suzuki,Wagon R,2006-2010 LXI Minor,2008," 1,75,000","47,000 km",Petrol,Manual,"Moonnamkutty, Kollam, Kerala"
3927,Chevrolet,Cruze,LTZ,2013," 3,25,000","73,000 km",Diesel,Manual,"Tilak Nagar, Delhi, Delhi"
3928,Tata,Nano,2009-2011 Lx BSIV,2010," 55,000","75,000 km",Petrol,Manual,"Chelamattom, Perumbavoor, Kerala"
3929,Hyundai,Elite i20,Asta 1.2 (O),2019," 8,45,000","26,000 km",Petrol,Manual,"Indira Nagar, Bengaluru, Karnataka"
3930,Maruti Suzuki,Swift,2011-2014 VDI,2014," 4,45,000","32,500 km",Diesel,Manual,"Sector 37, Gurgaon, Haryana"
3931,Mahindra,Bolero,SLX,2009," 3,20,000","80,000 km",Diesel,Manual,"Moonnamkutty, Kollam, Kerala"
3932,Hyundai,Santro Xing,GLS,2010," 1,65,000","134,000 km",CNG & Hybrids,Manual,"Godhra GIDC, Godhra, Gujarat"
3933,Maruti Suzuki,Swift Dzire,LXI Option,2015," 4,35,000","48,000 km",Petrol,Manual,"Dwarka, Delhi, Delhi"
3934,Chevrolet,Cruze,2012 LTZ AT,2012," 3,25,000","78,000 km",Diesel,Automatic,"Dwarka, Delhi, Delhi"
3935,Toyota,Innova Crysta,2.8Z Automatic,2016," 15,99,000","112,000 km",Diesel,Automatic,"Kalkaji, Delhi, Delhi"
3936,Toyota,Fortuner,2011-2016 4x2 Manual,2014," 14,50,000","124,000 km",Diesel,Manual,"Kalkaji, Delhi, Delhi"
3937,BMW,3 Series,320d Sport,2011," 9,40,000","78,001 km",Diesel,Automatic,"Sector 19D, Chandigarh, Chandigarh"
3938,Ford,Ecosport,1.5 TDCi Titanium Plus,2013," 4,35,000","62,000 km",Diesel,Manual,"Ashok Vihar, Delhi, Delhi"
3939,Tata,Nano,2009-2011 Cx BSIV,2010," 78,000","57,000 km",Petrol,Manual,"BTM Layout, Bengaluru, Karnataka"
3940,Toyota,Etios Liva,1.2 VX,2012," 3,85,000","46,700 km",Petrol,Manual,"Umiya Chowk, Rajkot, Gujarat"
3941,Hyundai,EON,Era +,2017," 3,25,000","35,000 km",Petrol,Manual,"Kalase Nagar, Mohol, Maharashtra"
3942,Honda,Civic,V,2008," 2,10,000","62,000 km",Petrol,Manual,"Rajendra Place, Delhi, Delhi"
3943,Toyota,Innova Crysta,2.8Z Automatic,2016," 15,99,999","55,000 km",Diesel,Automatic,"Greater Noida West, Noida, Uttar Pradesh"
3944,Mahindra,Xylo,2009-2011 E4 BS IV,2010," 2,99,000","127,000 km",Diesel,Manual,"Pimpri Chinchwad, Pune, Maharashtra"
3945,Maruti Suzuki,Ertiga,VXI CNG,2017," 6,92,000","62,000 km",CNG & Hybrids,Manual,"Patel Nagar 3, Ghaziabad, Uttar Pradesh"
3946,Land Rover,Range Rover Evoque,Petrol HSE Dynamic,2019," 37,50,000","17,000 km",Petrol,Automatic,"Greater Kailash 1, Delhi, Delhi"
